surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
1439,20190125TNMAM,Winter,Manassas High School,Memphis,TN,High,Front of School,Drive-by Shooting,Unknown,No,No,No,No,Unknown,No,10,No,8:25:00
1441,20190130GAMIL,Winter,Miller Grove High School,Lithonia,GA,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,No,19:30:00
1442,20190131TNMAM,Winter,Manassas High School,Memphis,TN,High,Outside on School Property,Unknown,Unknown,No,No,No,No,No,No,3,No,16:00:00
1444,20190205MNMIM,Winter,Minneapolis School District Bus,Minneapolis,MN,Unknown,School Bus,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,No,14:20:00
1445,20190208MDFRB,Winter,Frederick Douglass High School,Baltimore,MD,High,Entryway,Escalation of Dispute,Both,No,No,No,No,No,No,6,Yes,13:15:00
1446,20190212MOCEK,Winter,Central Academy of Excellence,Kansas City,MO,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,No,20:15:00
1448,20190217COEAA,Winter,Eaglecrest High School,Aurora,CO,High,Field (General),Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,No,11:00:00
1449,20190226ALROM,Winter,Robert E. Lee High School,Montgomery,AL,High,Gym,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Unknown,No,8,No,11:00:00
1451,20190313FLLAO,Spring,Lake Mary High School,Orlando,FL,High,Auditorium,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,8:00:00
1452,20190322ALBLB,Spring,Blountsville Elementary School,Blountsville,AL,Elementary,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,No,11:30:00
1453,20190327FLMAJ,Spring,Mayport Coastal Sciences Middle School,Jacksonville,FL,Middle,School Bus,Unknown,Random Shooting,No,No,No,No,No,No,8,No,17:00:00
1455,20190401ARPRP,Spring,Prescott High School,Prescott,AR,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,Unknown,Unknown,No,No,10,No,9:14:00
1456,20190403COAUA,Spring,Aurora West College Preparatory Academy,Aurora,CO,Unknown,Office,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,13,No,Unknown
1458,20190405WISTM,Spring,St. Josaphat Parish School,Milwaukee,WI,Other,Hallway,Accidental,Random Shooting,No,No,No,No,No,No,1,No,Unknown
1459,20190407MAHOL,Spring,Hood Elementary School,Lynn,MA,Elementary,Beside Building,Intentional Property Damage,Unknown,No,No,No,No,Unknown,No,18,No,Unknown
1460,20190410TXROH,Spring,Ross Shaw Sterling Aviation High School,Houston,TX,High,Basketball Court,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,20,No,16:00:00
1462,20190424ARCOC,Spring,Concord High School,Concord,AR,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,12:40:00
1463,20190425GAWYS,Spring,Wynbrooke Elementary Theme School,Stone Mountain,GA,Elementary,PlaygrouUnknown,Indiscriminate Shooting,Random Shooting,No,No,Unknown,No,Unknown,Unknown,6,Yes,13:00:00
1465,20190430FLWEW,Spring,Weightman Middle School,Wesley Chapel,FL,Middle,Cafeteria,Accidental,Neither,No,Yes,Unknown,Unknown,Unknown,Unknown,1,No,12:00:00
2044,20220519MIEAK,Spring,East Kentwood High School,Kentwood,MI,High,Parking Lot,Drive-by Shooting,Both,No,No,No,No,Unknown,No,99,No,19:30:00
2045,20220519VAGER,Spring,George Wythe High School,RichmoUnknown,VA,High,Parking Lot,Drive-by Shooting,Random Shooting,No,No,No,No,Unknown,No,99,No,14:13:00
2046,20220520ALMAT,Spring,Mary W Burroughs Elementary School,Theodore,AL,Elementary,Classroom,Accidental,Neither,No,No,No,No,No,No,1,No,13:30:00
2047,20220520ILSOP,Spring,South Elementary School,Pittsfield,IL,Elementary,Outside on School Property,Illegal Activity,Neither,No,No,No,No,No,No,1,No,7:28:00
2048,20220520OHCAC,Spring,Canal Winchester High School,Canal Winchester,OH,High,School Bus,Unknown,Victims Targeted,No,No,No,No,No,No,3,No,15:00:00
2049,20220520TNEAC,Fall,East Lake Elementary School,Chattanooga,TN,Elementary,Outside on School Property,Unknown,Victims Targeted,No,No,No,Unknown,Unknown,No,3,No,5:00:00
2050,20220520VAPOD,Spring,Potomac High School,Dumfries,VA,High,Bathroom,Unknown,Victims Targeted,No,No,Unknown,No,Unknown,Unknown,16,No,8:19:00
2051,20220523PASIP,Spring,Simon Gratz High School,Philadelphia,PA,High,Front of School,Drive-by Shooting,Both,No,No,No,No,Unknown,No,13,No,14:45:00
2052,20220524DCPOW,Spring,Powell Elementary School,Washington,DC,Elementary,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,15,No,16:15:00
2053,20220524TXROU,Spring,Robb Elementary School,Uvalde,TX,Elementary,Inside School Building,Indiscriminate Shooting,Random Shooting,Yes,No,Unknown,Unknown,No,Yes,250,Yes,11:30:00
2054,20220524WIRIM,Spring,Riverside University High School,Milwaukee,WI,High,Inside School Building,Escalation of Dispute,Unknown,No,No,Unknown,No,Unknown,No,1,No,12:30:00
2055,20220526SCMEG,Spring,Mevers School of Excellence,Goose Creek,SC,K-8,Parking Lot,Unknown,Victims Targeted,No,No,No,Unknown,Unknown,No,99,No,0:05:00
1544,20191211KSCHT,Winter,Chase Middle School,Topeka,KS,Middle,School Bus,Unknown,Unknown,No,No,No,No,No,No,10,No,15:15:00
2056,20220526TXDUA,Spring,Duff Elementary School,Arlington,TX,Elementary,Front of School,Accidental,Neither,No,No,No,No,No,No,1,No,11:45:00
2057,20220529ILDAC,Spring,Daniel Webster Public School,Chicago,IL,Elementary,Front of School,Escalation of Dispute,Both,No,No,No,No,Unknown,No,97,No,1:30:00
2058,20220530CAHEL,Spring,Helix High School,La Mesa,CA,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,99,No,18:20:00
2059,20220531LAMON,Spring,Morris Jeff High School,New Orleans,LA,High,Off School Property,Escalation of Dispute,Both,No,No,No,No,No,No,99,No,11:45:00
2060,20220601CAULL,Summer,Ulysses S. Grant Senior High School,Los Angeles,CA,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,8,No,15:25:00
1492,20190824PAWIP,Summer,William C. Longstreth Elementary School,Philadelphia,PA,Elementary,PlaygrouUnknown,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,6,No,19:00:00
1493,20190827CAHOL,Summer,Hollenbeck Middle School,Los Angeles,CA,High,Cafeteria,Unknown,Unknown,No,No,No,No,Unknown,No,8,No,11:00:00
1495,20190830ALLAM,Summer,Ladd-Peebles Stadium,Mobile,AL,High,Off School Property,Escalation of Dispute,Both,No,No,No,No,Yes,No,8,Yes,22:00:00
1496,20190830NCKIK,Summer,Kinston High School,Kingston,NC,High,Parking Lot,Escalation of Dispute,Neither,No,No,No,No,Unknown,No,10,No,22:00:00
1497,20190830OHCET,Summer,Central Catholic High School,Toledo,OH,High,Football Field/Track,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,10,No,21:30:00
1499,20190906ALCEC,Fall,Center Point High School,Center Point,AL,High,Football Field/Track,Indiscriminate Shooting,Unknown,No,No,No,No,Unknown,No,8,No,21:00:00
1500,20190906PAMCJ,Fall,McKee Middle School,Jeannette,PA,Middle,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,21:20:00
1502,20190910SCSOA,Fall,South Aiken High School,Aiken,SC,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,15:30:00
1503,20190912KSMAM,Fall,Manhattan High School,Manhattan,KS,High,Parking Lot,Illegal Activity,Unknown,No,No,No,No,Unknown,No,4,No,18:45:00
1505,20190913VAETN,Fall,Ethel M. Gildersleeve Middle School,Newport News,VA,Middle,Football Field/Track,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,16,No,21:34:00
1506,20190914TXEAF,Fall,Eastern Hills High School,Fort Worth,TX,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,No,No,10,No,15:45:00
1508,20190916VAPHH,Fall,Phoebus High School,Hampton,VA,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,10,No,11:55:00
1509,20190918MNFOC,Fall,Fond Du Lac Ojibwe High School,Cloquet,MN,High,Outside on School Property,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,No,10:00:00
1510,20190920PASIP,Fall,Simon Gratz High School Mastery Charter,Philadelphia,PA,High,Football Field/Track,Escalation of Dispute,Unknown,No,No,Unknown,No,Unknown,No,9,No,19:30:00
1512,20190927NCZEC,Fall,Zebulon B. Vance High School,Charlotte,NC,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,No,20:30:00
1513,20191002GASOA,Fall,South Atlanta High School,Atlanta,GA,High,Field (General),Escalation of Dispute,Neither,No,No,No,No,No,No,1,No,20:30:00
1515,20191008TXWEH,Fall,Westbury High School,Houston,TX,High,Beside Building,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,9,No,Unknown
1516,20191009MAGRL,Fall,Greenhalge Elementary School,Lowell,MA,Elementary,PlaygrouUnknown,Indiscriminate Shooting,Random Shooting,No,No,Unknown,No,No,No,18,No,13:34:00
1518,20191015LAGEN,Fall,George Washington Carver High School,New Orleans,LA,High,Off School Property,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,7,No,9:40:00
1519,20191018GACRS,Fall,Creekside High School,South Fulton,GA,High,Beside Building,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,No,10,No,22:00:00
1521,20191022CARIS,Fall,Ridgway High School,Santa Rosa,CA,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,4,No,8:56:00
1522,20191022NJBRB,Fall,Brick Memorial High School,Brick Township,NJ,High,Off School Property,Unknown,Victims Targeted,No,No,Unknown,No,Unknown,No,13,No,13:45:00
1524,20191029NYNEN,Fall,New Dawn Charter High School,New York,NY,High,Front of School,Escalation of Dispute,Both,No,No,Unknown,No,No,No,4,No,16:00:00
1525,20191108CAEDS,Fall,Edison High School,Stockton,CA,High,Football Field/Track,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,10,No,21:45:00
1526,20191108TXROD,Fall,Robert L. Thornton Elementary School,Dallas,TX,Elementary,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,30,No,20:00:00
1528,20191113CAESL,Fall,Esteban Torres High School,Los Angeles,CA,High,Courtyard,Self-defense,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,8,Unknown,9:00:00
1529,20191114CASAS,Fall,Saugus High School,Santa Clarita,CA,High,Courtyard,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Yes,6,Yes,7:38:00
1531,20191121ILRIO,Fall,Rich Central High School,Olympia Fields,IL,High,Parking Lot (Bus),Intentional Property Damage,Random Shooting,No,No,No,No,No,No,1,No,15:00:00
1532,20191124CASEU,Fall,Searles Elementary School,Union City,CA,Elementary,Parking Lot,Illegal Activity,Random Shooting,No,No,No,No,Yes,No,8,No,1:26:00
1534,20191126WASAV,Fall,Sarah J. Anderson Elementary School,Vancouver,WA,Elementary,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,10,No,15:20:00
1535,20191201ALMOM,Winter,Mountain Brook High School,Mountain Brook,AL,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,8,No,4:00:00
1537,20191203WIOSO,Winter,Oshkosh West High School,Oshkosh,WI,High,Hallway,Self-defense,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,1,Unknown,9:12:00
1538,20191203WITHM,Winter,Thomas Jefferson Middle School,Madison,WI,Middle,School Bus,Unknown,Victims Targeted,No,No,No,No,No,No,1,No,15:30:00
1540,20191210ALDED,Winter,Decatur High School,Decatur,AL,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,10,No,8:20:00
1541,20191210KSJCK,Winter,J C Harmon High School,Kansas City,KS,High,Parking Lot (Bus),Drive-by Shooting,Unknown,No,No,No,No,Unknown,No,10,No,14:00:00
1543,20191211INEVE,Winter,Evans Elementary School,Evansville,IN,Elementary,School Bus,Unknown,Unknown,No,No,No,No,No,No,6,No,15:00:00
1546,20191216CTCAN,Winter,Catholic Academy of New Haven,New Haven,CT,K-8,Beside Building,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,10,No,9:00:00
1547,20191219FLLEN,Winter,Lely High School,Naples,FL,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,8,No,20:29:00
1548,20191221LAWES,Winter,West St. John Elementary School,St. John the Baptist Parish,LA,Elementary,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,7,No,23:30:00
1550,20200107WASOK,Winter,Southridge High School,Kennewick,WA,High,Beside Building,Intentional Property Damage,Neither,No,No,No,No,No,No,15,No,Unknown
1551,20200108FLGLB,Winter,Glades Central Community High School,Belle Glade,FL,High,Parking Lot,Accidental,Neither,No,No,No,No,No,No,1,No,13:00:00
1553,20200111TXELD,Winter,Ellis Davis Field House,Dallas,TX,High,Gym,Escalation of Dispute,Both,No,No,No,No,No,No,9,No,21:10:00
1555,20200114TXPOM,Winter,Poteet High School,Mesquite,TX,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,No,20:20:00
1556,20200117MITHH,Winter,Three Fires Elementary School,Howell,MI,Elementary,Parking Lot,Accidental,Neither,No,No,No,No,No,No,1,No,15:15:00
1558,20200119TXNOF,Winter,North Crowley Ninth Grade Campus,Fort Worth,TX,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,No,No,9,No,19:00:00
1559,20200121ILLIC,Winter,Lindblom Math & Science Academy High School,Chicago,IL,High,Front of School,Illegal Activity,Victims Targeted,No,No,No,No,No,No,9,No,18:30:00
1561,20200123CAOXO,Winter,Oxnard's Christa McAuliffe Elementary School,Oxnard,CA,Elementary,PlaygrouUnknown,Drive-by Shooting,Random Shooting,No,No,Unknown,Unknown,Yes,No,8,No,11:30:00
1562,20200127WAROY,Winter,Robertson Elementary School,Yakima,WA,Elementary,PlaygrouUnknown,Illegal Activity,Victims Targeted,No,No,No,No,Yes,No,15,No,15:30:00
1563,20200128NYMAQ,Winter,Martin Van Buren High School,Queens,NY,High,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,No,No,1,No,14:45:00
1565,20200128TXLUL,Winter,Lufkin Middle School,Lufkin,TX,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,10,No,20:30:00
1567,20200201TXHIH,Winter,Hicks Elementary School,Houston,TX,Elementary,Outside on School Property,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,No,Unknown
1568,20200203FLGEJ,Winter,George Washington Carver Elementary School,Jacksonville,FL,Elementary,Parking Lot,Drive-by Shooting,Unknown,No,No,No,No,Unknown,No,10,No,17:30:00
1569,20200204LABEA,Winter,Beau Chene High School,Arnaudville,LA,High,Parking Lot,Escalation of Dispute,Neither,No,No,No,No,Yes,No,1,No,18:00:00
1571,20200212MOJOF,Winter,Johnson-Wabash Elementary School,Ferguson,MO,Elementary,School Bus,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,3,No,8:00:00
1572,20200215DCDUW,Winter,Dunbar High School,Washington,DC,High,Front of School,Drive-by Shooting,Unknown,No,No,No,No,Unknown,No,15,No,18:00:00
1574,20200302TXNOF,Spring,North Forney High School,Forney,TX,High,Inside School Building,Accidental,Neither,No,No,No,No,No,No,1,No,11:00:00
1575,20200305FLSAW,Spring,Sagemont School,Weston,FL,K-12,Parking Lot,Accidental,Random Shooting,No,No,No,No,No,No,1,No,12:20:00
1576,20200310PASHN,Spring,Shenango Area Schools (bus),New Castle,PA,Elementary,School Bus,Indiscriminate Shooting,Unknown,No,No,No,No,No,No,1,No,8:43:00
1578,20200315TXATH,Spring,Atascocita High School,Humble,TX,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,No,10:45:00
1579,20200318LABOS,Spring,Booker T. Washington High School,Shreveport,LA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,23:00:00
1581,20200330GANAS,Spring,Narvie J. Harris Elementary School,Stonecrest,GA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,6,No,21:40:00
1582,20200413NEMOO,Spring,Morton Middle School,Omaha,NE,Middle,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,6,No,10:15:00
1583,20200419NCABR,Spring,Abbotts Creek Elementary School,Raleigh,NC,Elementary,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,4,No,2:00:00
1585,20200515NCSTC,Spring,Stuart W Cramer High School,Cramerton,NC,High,Parking Lot,Illegal Activity,Random Shooting,No,No,No,No,Yes,No,4,No,Unknown
1586,20200519VAWEM,Spring,West Gate Elementary School,Manassas,VA,Elementary,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,No,14:40:00
1588,20200525ALORM,Spring,O Rourke Elementary School,Mobile,AL,Elementary,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,8,No,1:30:00
1589,20200527OHLUC,Spring,Luis Munoz Marin Middle School,ClevelaUnknown,OH,Middle,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,4,No,23:30:00
1591,20200616FLTOM,Summer,Touissant Louverture Elementary School,Miami,FL,Elementary,Front of School,Drive-by Shooting,Unknown,No,No,No,No,Yes,No,56,No,23:15:00
1592,20200618INJOI,Summer,Joyce Kilmer School 69,Indianapolis,IN,Elementary,Beside Building,Illegal Activity,Unknown,No,No,No,No,Unknown,No,6,No,1:30:00
1593,20200621INCOC,Summer,Columbus East High School,Columbus,IN,High,Beside Building,Intentional Property Damage,Neither,No,No,No,No,No,No,6,No,5:30:00
1595,20200630OHLAW,Summer,Lakota Career Readiness Academy,West Chester Township,OH,K-12,Front of School,Intentional Property Damage,Neither,No,No,No,No,No,No,4,No,Unknown
1596,20200701ILFRP,Summer,Frost Elementary School,Prospect Heights,IL,Elementary,Parking Lot,Drive-by Shooting,Unknown,No,No,No,No,Yes,No,9,No,16:35:00
1598,20200714MIWID,Summer,Willow Woods Elementary School,Detroit,MI,Elementary,Parking Lot,Escalation of Dispute,Neither,No,No,No,No,No,No,7,No,Unknown
1599,20200721SCBRO,Summer,Brookdale Elementary School,Orangeburg,SC,Elementary,Basketball Court,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,5,No,21:00:00
1601,20200729ILCOC,Unknown,Collinsville High School,Collinsville,IL,High,Beside Building,Unknown,Neither,No,Yes,Unknown,No,Unknown,No,9,No,21:14:00
1602,20200804PAKEP,Summer,Kelly Elementary School,Pittsburg,PA,Elementary,Beside Building,Unknown,Victims Targeted,No,No,No,No,No,No,9,Unknown,12:15:00
1604,20200825MOWEC,Summer,West Middle School,Columbia,MO,Middle,Football Field/Track,Unknown,Unknown,No,No,No,No,Unknown,No,3,No,3:30:00
1605,20200830TXLOD,Summer,L.O. Donald Leadership Academy,Dallas,TX,Elementary,PlaygrouUnknown,Illegal Activity,Victims Targeted,No,No,No,No,No,No,5,No,22:00:00
1606,20200903GADOA,Fall,Dougherty Comprehensive High School,Albany,GA,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,6,No,8:15:00
1607,20200904FLLOJ,Fall,Lone Star Elementary School,Jacksonville,FL,Elementary,Beside Building,Unknown,Unknown,No,No,No,No,No,No,8,No,23:45:00
1608,20200909PAWEW,Fall,West Bradford Elementary School,West Bradford Township,PA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,18:35:00
1609,20200909TXSOH,Fall,Southmayd Elementary School,Houston,TX,Elementary,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,9,No,21:50:00
1610,20200910ILPEP,Fall,Peoria Public Schools Bus,Peoria,IL,Unknown,School Bus,Drive-by Shooting,Victims Targeted,No,Unknown,No,No,Unknown,No,9,No,13:45:00
1612,20200915SCYOR,Fall,York County School Bus,Rock Hill,SC,Unknown,School Bus,Intentional Property Damage,Neither,No,No,No,No,No,No,5,No,14:45:00
1614,20200916CASOS,Fall,Sonora High School,Sonora,CA,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,8,No,23:46:00
1615,20200916WAARG,Fall,Artondale Elementary School,Gig Harbor,WA,Elementary,Beside Building,Illegal Activity,Victims Targeted,No,No,No,No,No,No,15,No,8:30:00
1616,20200917OHELA,Fall,Ellet High School,Akron,OH,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Unknown,No,4,No,20:00:00
1618,20200918KYWIL,Fall,Winburn Middle School,Lexington,KY,Middle,Basketball Court,Unknown,Unknown,No,No,No,No,Unknown,No,9,No,20:30:00
1619,20200919CAKRS,Unknown,Krouzian Zekarian Vasbouragan Armenian School,San Francisco,CA,K-8,Outside on School Property,Intentional Property Damage,Neither,No,No,No,No,Unknown,No,8,No,14:25:00
1621,20200921CAPLP,Fall,Pleasant Hill Elementary School,Pleasant Hill,CA,Elementary,Beside Building,Suicide/Attempted,Neither,No,No,No,No,No,No,1,No,Unknown
1622,20200923FLHIJ,Fall,Highlands Middle School,Jacksonville,FL,Middle,School Bus,Intentional Property Damage,Neither,No,No,No,No,No,No,1,No,16:30:00
1623,20200923PAWIW,Fall,William Tennent High School,Warminster,PA,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,2,No,16:55:00
