surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
131,19771129MOHAS,Fall,Hazelwood Central Senior High School,St. Louis,MO,High,Outside on School Property,Indiscriminate Shooting,Neither,No,No,Unknown,Unknown,No,Unknown,10,Yes,19:05:00
133,19771209CAPES,Winter,Petaluma McNear Elementary,Santa Rosa,CA,Elementary,Office,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,3,Unknown,Unknown
134,19771212FLWEW,Winter,West Orange High School,Winter Garden,FL,High,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,10,Unknown,16:00:00
136,19780111KYCHH,Winter,Christian County Middle School,Hopkinsville,KY,Middle,Hallway,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,8:10:00
137,19780209WVHAS,Winter,Hayes Junior High School,St. Albans,WV,Junior High,Hallway,Bullying,Victims Targeted,No,No,Yes,No,No,No,3,Unknown,8:00:00
138,19780222MIEVL,Winter,Everett High School,Lansing,MI,High,Hallway,Bullying,Victims Targeted,No,No,Yes,No,No,No,5,Yes,15:00:00
140,19780329TNGAN,Spring,Gallatin Junior High School,Nashville,TN,Junior High,Office,Racial,Victims Targeted,No,No,No,No,No,No,3,Unknown,Unknown
141,19780414MIFOD,Spring,Fordson High School,Detroit,MI,High,Gym,Escalation of Dispute,Victims Targeted,No,No,Unknown,Unknown,Unknown,No,7,Unknown,13:30:00
143,19780428ILRIN,Spring,Ridgewood High School,Norridge,IL,High,Beside Building,Escalation of Dispute,Unknown,No,No,Unknown,No,No,No,10,Yes,22:30:00
144,19780518TXMUA,Spring,Murchison Junior High School,Austin,TX,Junior High,Classroom,Psychosis,Victims Targeted,No,No,No,No,No,Yes,3,No,9:00:00
145,19780519PADOP,Spring,Downtown Junior High School,Philadelphia,PA,Junior High,School Bus,Indiscriminate Shooting,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,9,Yes,Unknown
147,19780610MAWEW,Summer,Weymouth South High School,Weymouth,MA,High,Auditorium,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
148,19781017ALLAL,Fall,Lanett Junior High School,Lanett,AL,Junior High,Office,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,2,Unknown,Unknown
150,19781129NYPAN,Fall,Park West High School,New York,NY,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,12:30:00
151,19781214CTWIN,Winter,Wilbur Cross High School,New Haven,CT,High,Office,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
152,19790129CAGRS,Winter,Grover Cleveland Elementary School,San Diego,CA,Elementary,Off School Property,Psychosis,Random Shooting,Yes,No,No,No,No,No,8,Yes,8:30:00
154,19790314FLMCM,Spring,McArthur High School North,Miami,FL,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:20:00
155,19790328CALOL,Spring,Los Angeles High School,Los Angeles,CA,High,Classroom,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:20:00
157,19790425PAMAH,Spring,Martin L. Mattei Junior High School,Hughestown,PA,Junior High,Field (General),Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
159,19790614OHNEN,Summer,New Carlisle Elementary School,New Carlisle,OH,Elementary,Outside on School Property,Accidental,Neither,No,No,No,No,No,No,1,Unknown,Unknown
160,19790926LACAN,Fall,Carter G. Woodson Middle School,New Orleans,LA,Middle,Field (General),Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,2,Unknown,11:50:00
162,19791023MOOFS,Fall,O Fallen Technical High School,St. Louis,MO,High,Inside School Building,Illegal Activity,Victims Targeted,No,No,No,No,No,No,3,Unknown,Unknown
163,19791105INWAI,Fall,Washington High School,Indianapolis,IN,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,Unknown,No,6,Unknown,Unknown
164,19791130TXUNL,Fall,Unknown School,Lewisville,TX,Unknown,Inside School Building,Accidental,Random Shooting,No,No,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown
165,19791203MDEAB,Winter,Eastern High School,Baltimore,MD,High,Cafeteria,Escalation of Dispute,Both,No,No,No,No,Yes,No,10,Unknown,Unknown
166,19791221MOBLS,Winter,Blewett Middle School,St. Louis,MO,Middle,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,Unknown
662,19990416IDNON,Spring,Notus Jr. Sr. High School,Notus,ID,6-12,Gym,Psychosis,Random Shooting,No,No,No,No,No,No,25,Yes,Unknown
300,19860515GACAA,Spring,Carver High School,Atlanta,GA,High,Field (General),Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
303,19860912CAFAL,Fall,Fairfax High School,Los Angeles,CA,High,Hallway,Escalation of Dispute,Both,No,No,No,No,Yes,No,10,Unknown,14:15:00
307,19861204MTFEL,Winter,Fergus High School,Lewistown,MT,High,Classroom; Field,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,Unknown,No,No,No,4,Unknown,Unknown
310,19870210ARDAD,Winter,Dardanelle High School,Dardanelle,AR,High,Courtyard,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,12:30:00
313,19870302MODED,Spring,Dekalb High School,De Kalb,MO,High,Classroom,Bullying,Neither,No,No,Yes,No,No,No,2,Unknown,8:25:00
316,19870416MIMUD,Spring,Murray-Wright High School,Detroit,MI,High,Inside School Building,Escalation of Dispute,Both,No,No,Unknown,No,No,No,10,Unknown,12:00:00
319,19870506ARMAJ,Spring,MacAuthur Junior High,Jonesboro,AR,Junior High,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
323,19871014ILDUC,Fall,DuSable High School,Chicago,IL,High,Hallway,Escalation of Dispute,Unknown,No,No,Unknown,Unknown,Yes,No,1,Unknown,8:00:00
326,19871104MISOD,Fall,Southwestern High School,Detroit,MI,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,10:50:00
329,19871202FLENJ,Winter,Englewood High School,Jacksonville,FL,High,Parking Lot,Intentional Property Damage,Unknown,No,No,Unknown,Unknown,No,Unknown,2,Unknown,Unknown
334,19880106FLGAT,Winter,Gaither High School,Tampa,FL,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,11:00:00
336,19880120LASIR,Winter,Simsboro High School,Ruston,LA,High,Parking Lot,Accidental,Victims Targeted,No,No,No,No,No,No,1,Unknown,8:00:00
340,19880226RIBRB,Winter,Bristol High School,Bristol,RI,High,Courtyard,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,11:51:00
342,19880323CACAS,Spring,Cajon High School,San Bernadino,CA,High,Parking Lot,Intentional Property Damage,Unknown,No,No,Unknown,Unknown,No,No,12,Unknown,Unknown
347,19880531NYPUB,Spring,Public School 67,Bronx,NY,Elementary,Beside Building,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
350,19880630HIAIO,Summer,Aiea High School,Oahu,HI,High,Classroom,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,10:25:00
353,19880831MICED,Summer,Central High School,Detroit,MI,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,7,Unknown,10:50:00
356,19880902NCGAC,Fall,Garinger High School,Charlotte,NC,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,No,No,4,Unknown,21:30:00
360,19881003FLMAM,Fall,Mascotte Elementary School,Mascotte,FL,Elementary,PlaygrouUnknown,Indiscriminate Shooting,Unknown,No,No,Unknown,No,No,No,3,Yes,11:00:00
362,19881004LAISB,Fall,Istrouma Senior High School,Baton Rouge,LA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,7,Unknown,Unknown
366,19881007TXDIP,Fall,Dick Dowling Elementary School,Port Arthur,TX,Elementary,School Bus,Unknown,Victims Targeted,No,No,No,No,No,No,1,Unknown,8:20:00
369,19881122TXABA,Fall,Abilene Cooper High School,Abilene,TX,High,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,Unknown,No,No,No,9,Unknown,Unknown
374,19890209IDRIR,Fall,Rigby Junior High School,Rigby,ID,Unknown,Unknown,Hostage/Standoff,Unknown,No,No,Unknown,Unknown,No,Unknown,25,Yes,11:00:00
376,19890303INWIG,Spring,Wirt High School,Gary,IN,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,12:09:00
168,19800129VALAW,Winter,Lafayette High School,Williamsburg,VA,High,Other,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,8:05:00
169,19800201DCLAW,Winter,Langdon Elementary School,"Washington, DC",DC,Elementary,Bathroom,Accidental,Neither,No,No,No,No,No,No,1,Unknown,9:00:00
171,19800211INARI,Winter,Arsenal Technical High School,Indianapolis,IN,High,Outside on School Property,Illegal Activity,Victims Targeted,No,No,No,No,No,No,6,Unknown,12:50:00
172,19800215MSHUM,Winter,Hughes School,McComb,MS,Other,Outside on School Property,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,3,Unknown,13:40:00
173,19800320TXJLD,Spring,J Leslie Patton School,Dallas,TX,High,Entryway,Domestic w/ Targeted Victim,Victims Targeted,No,No,Unknown,Yes,No,No,5,Unknown,15:33:00
174,19800331MDFRB,Spring,Frederick Douglass Senior High School,Baltimore,MD,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,9:00:00
176,19800530NYCLB,Spring,Clara Barton High School,Brooklyn,NY,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,9:30:00
178,19800908FLFOJ,Fall,Forrest High School,Jacksonville,FL,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,Unknown
179,19800910DCSPW,Fall,Springarn High School,Washington,DC,High,Auditorium,Accidental,Random Shooting,No,No,No,No,No,No,15,Unknown,10:30:00
180,19800911ALJOM,Fall,John S. Shaw High School,Mobile,AL,High,Office,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,Unknown,Unknown
182,19801013ALCET,Fall,Central High School,Tuscaloosa,AL,High,Unknown,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,1,Unknown,Unknown
183,19801031ALHUH,Fall,Hueytown High School,Hueytown,AL,High,Classroom,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,2,Unknown,Unknown
185,19801212ALPAB,Winter,Parker High School,Birmingham,AL,High,Hallway,Illegal Activity,Both,No,No,No,No,Unknown,No,1,Unknown,15:00:00
186,19801212OHLOL,Winter,Longfellow Junior HIgh School,Lorain,OH,Junior High,Classroom,Hostage/Standoff,Random Shooting,Yes,No,Unknown,No,No,Unknown,2,Yes,9:00:00
187,19810121OHWIB,Winter,Willetts Middle School,Brunswick,OH,Junior High,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,Unknown,No,No,No,2,Unknown,9:30:00
188,19810122MDFRB,Winter,Francis M. Wood Senior High School,Baltimore,MD,High,Inside School Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:00:00
190,19810210CAMAL,Winter,Manuel Arts High School,Los Angeles,CA,High,Courtyard,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,1,Unknown,11:50:00
192,19810328FLDIF,Spring,Dillard High School,Fort Lauderdale,FL,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,Unknown,21:00:00
193,19810402OHALC,Spring,Alexander Hamilton Junior High School,ClevelaUnknown,OH,Junior High,Bathroom,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,Unknown,7:45:00
194,19810407MSPOP,Spring,Poplarville High School,Poplarville,MS,High,Beside Building,Unknown,Unknown,No,No,No,No,Unknown,No,1,Unknown,Unknown
195,19810515LANEN,Spring,New Iberia Junior HIgh School,New Iberia,LA,Junior High,Inside School Building,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,6,Unknown,8:00:00
197,19810904NMHOS,Fall,Hobbs High School,Santa Fe,NM,High,Beside Building,Unknown,Victims Targeted,No,No,Unknown,No,Unknown,No,10,Unknown,10:15:00
199,19810913MDABA,Fall,Aberdeen High School,Aberdeen,MD,High,Unknown,Illegal Activity,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,10,Unknown,Unknown
200,19811013CTHAH,Fall,Hartford Public High School,Hartford,CT,High,Inside School Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,Unknown,No,No,10,Unknown,10:30:00
201,19811209NYGEB,Winter,George W. Wingate High School,Brooklyn,NY,High,Outside on School Property,Illegal Activity,Victims Targeted,No,No,No,No,No,No,10,Unknown,Unknown
203,19811223NYJAB,Winter,James Madison High School,Brooklyn,NY,High,Hallway,Illegal Activity,Random Shooting,No,No,No,No,No,No,6,Unknown,10:00:00
204,19820205TNHAM,Winter,Hamilton High School,Memphis,TN,High,Gym,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
206,19820209LAJON,Winter,John McDonough Senior High,New Orleans,LA,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,Unknown,Unknown,No,No,2,Unknown,13:10:00
207,19820315ORSPS,Spring,Springfield High School,Springfield,OR,High,Classroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,Unknown,1,Unknown,8:30:00
208,19820317OHLOL,Spring,Lorain High School,Lorain,OH,High,Cafeteria,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,Unknown,Unknown
211,19820415MDFOB,Spring,Forest Park Senior High School,Baltimore,MD,High,Hallway,Illegal Activity,Random Shooting,No,No,No,No,No,No,1,Unknown,14:15:00
212,19820429GARUE,Spring,Russell High School,East Point,GA,High,Inside School Building,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,10:30:00
213,19820430FLANA,Spring,Anniston High School,Anniston,FL,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,7:25:00
215,19820910VALAB,Fall,Lake Braddock Secondary School,Burke,VA,Other,Inside School Building,Domestic w/ Targeted Victim,Random Shooting,Yes,No,No,No,No,No,16,Yes,13:45:00
216,19820915ARSOP,Fall,South West Middle School,Pine Bluff,AR,Middle,Cafeteria,Suicide/Attempted,Victims Targeted,No,No,Unknown,Unknown,No,No,1,Unknown,Unknown
217,19821101NYELE,Fall,Elmont Memorial High School,Elmont,NY,High,Inside School Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,13:10:00
219,19821112MSWIJ,Fall,Wingfield High School,Jackson,MS,High,Classroom,Murder/Suicide,Victims Targeted,No,No,No,Yes,No,No,3,Unknown,Unknown
220,19821206ALHUH,Winter,Huntsville High School,Huntsville,AL,High,Classroom,Suicide/Attempted,Victims Targeted,Yes,No,No,No,No,No,1,Unknown,11:45:00
222,19830118TXJOH,Winter,John H. Reagan High School,Houston,TX,High,Office,Murder/Suicide ,Victims Targeted,No,No,No,Yes,No,No,4,Unknown,10:25:00
223,19830120MOPAB,Winter,Parkway South Middle School,Baldwin,MO,Middle,Inside School Building,Bullying,Victims Targeted,No,No,Yes,No,No,No,10,Yes,11:50:00
225,19830130TXWEC,Winter,West Ward School,Coleman,TX,High,Basketball Court,Escalation of Dispute,Victims Targeted,No,No,No,No,No,Unknown,10,Unknown,11:40:00
226,19830131FLDED,Winter,DeLand High School,DeLaUnknown,FL,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
227,19830201TNRIM,Winter,Riverdale High School,Murfreesboro,TN,High,School Bus,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
229,19830331ILSAC,Spring,Santa Maria InCornata-Santa Lucia School,Chicago,IL,Other,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,2,Unknown,Unknown
230,19830421MOBES,Spring,Beaumont High School,St. Louis,MO,High,Hallway,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,1,Unknown,11:00:00
232,19830516TXLAD,Spring,Lake Highland High School,Dallas,TX,High,Cafeteria,Illegal Activity,Neither,No,No,No,No,No,No,1,Unknown,Unknown
234,19830523OHMAM,Spring,Mansfield Senior High School,Mansfield,OH,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,8:05:00
235,19830526PAGRJ,Spring,Greater Johnstown High School,Johnstown,PA,High,Other,Accidental,Neither,No,No,No,No,No,No,1,Unknown,Unknown
237,19830912MIHED,Fall,Henry Ford High School,Detroit,MI,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,8:45:00
238,19830921MDWAB,Fall,Walbrook High School,Baltimore,MD,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,11:00:00
239,19830930TXTET,Fall,Temple High School,Temple,TX,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,Unknown,Unknown
241,19831022MDCAB,Fall,Carver Vocational-Technical Senior High,Baltimore,MD,High,Beside Building,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,23:00:00
242,19831108MIHIH,Fall,Highland Park High School,Highland Park,MI,High,Inside School Building,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,7,Unknown,7:50:00
244,19831118MDHAB,Fall,Harlem Park Junior High School,Baltimore,MD,Junior High,Hallway,Illegal Activity,Victims Targeted,No,No,No,No,No,No,1,Unknown,13:25:00
245,19831202INCRC,Winter,Crawfordsville High School,Crawfordsville,IN,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,Unknown,11:50:00
246,19831216ILBOR,Winter,Boylan Central Catholic High School,Rockford,IL,High,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,Yes,1,Unknown,Unknown
247,19840105MDLAB,Winter,Lake Clifton Senior HIgh School,Baltimore,MD,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,Unknown,15:30:00
248,19840206KYCEL,Winter,Central High School,Louisville,KY,High,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,2,Unknown,Unknown
249,19840221TXSHH,Winter,Sharpstown High School,Houston,TX,High,Classroom,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,4,Unknown,Unknown
250,19840224CA49L,Winter,49th Street Elementary School,Los Angeles,CA,Elementary,PlaygrouUnknown,Psychosis,Random Shooting,No,No,No,No,No,Yes,50,Yes,14:23:00
251,19840405LACLC,Spring,Clinton High School,Clinton,LA,High,Auditorium,Escalation of Dispute,Victims Targeted,No,No,Unknown,No,No,No,10,Unknown,Unknown
252,19840420MIPRD,Spring,Precious Blood School,Detroit,MI,K-12,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
253,19840426NCROW,Spring,Rose Hill Magnolia Elementary School,Wallace,NC,Elementary,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,Unknown
254,19840515MTCMG,Spring,C M Russell High School,Great Falls,MT,High,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,Unknown,14:30:00
255,19840517IASOP,Spring,Southeast Polk High School,Pleasant Hill,IA,High,Classroom,Murder/Suicide,Victims Targeted,No,No,No,No,No,Unknown,4,Unknown,10:45:00
256,19840517TXBOH,Spring,Booker T. Washington High School,Houston,TX,High,Classroom,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,3,Yes,10:45:00
257,19840518CANON,Spring,Norco High School,Norco,CA,High,Hallway,Escalation of Dispute,Both,No,No,No,No,No,No,2,Unknown,10:00:00
258,19840522OHCLC,Spring,Cleveland Heights High School,Cleveland Heights,OH,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,Unknown,Unknown
259,19840710MIMUD,Summer,Mumford High School,Detroit,MI,High,Beside Building,Escalation of Dispute,Random Shooting,No,No,No,No,Yes,No,1,Unknown,11:15:00
305,19861003CAMOM,Fall,Monrovia High School,Monrovia,CA,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Yes,No,10,Unknown,Unknown
260,19840831LABOS,Summer,Booker T. Washington High School,Shreveport,LA,High,Football Field/Track,Escalation of Dispute,Random Shooting,No,No,No,No,Yes,No,10,Unknown,Unknown
261,19840928TXMIH,Fall,Millsap Elementary School,Houston,TX,Elementary,Front of School,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Unknown,1,Yes,8:40:00
